CombinedId,County,CountyName,Year,KCAL,TOTCHOL,NONHDL,dBMI,WHTFLOUR,EGGS,FISH,FRUIT,GREENVEG,LEGUME,LIGHTVEG,MEAT,MILK,OTHCEREAL,RICE,SALTVEG,STCHSUGAR,STCHTUBER,ALL0-4,ALL5-14,ALL15-34,ALL0-34,ALL35-69,ALL70-79,MEDICALb,MEDICALc,NONMEDb,NONMEDc,INFECTb,INFECTc,INTESTINb,INTESTINc,PULMTBb,PULMTBc,OTHERTBb,OTHERTBc,VIRALHEPb,VIRALHEPc,SCHISTOc,ALLCAb,ALLCAc,MOUTHCAc,NASOPCAc,NPConlyc,OESOPHCAc,STOMCAc,COLRECCAc,LIVERCAb,LIVERCAc,PANCRSCAc,BLADDCAc,LARYNXCAc,LUNGCAmc,LUNGCAfc,BREASTCAc,CERVIXCAc,BRAINCAc,LYMPHOMAc,LEUKEMIAb,LEUKEMIAc,ENDOCRINb,ENDOCRINc,DIABETESc,MALNUTRIb,MALNUTRIc,BLOODb,BLOODc,MENTALb,MENTALc,NERVOUSb,NERVOUSc,MENINGITb,MENINGITc,EPILEPSYb,EPILEPSYc,ALLVASCb,ALLVASCc,RHEUMHDb,RHEUMHDc,HYPTENSc,IHDc,IHeartDisease,STROKEb,STROKEc,VASC-STRb,VASC-STRc,ALLRESPb,ALLRESPc,PNEUMONb,PNEUMONc,COPDc,DIGESTIVb,DIGESTIVc,PEPULCERc,ENTCOLc,INTESTOBc,CIRRHOSb,CIRRHOSc,TOTLIVRb,TOTLIVRc,GALLBILc,GENITURc,GENITURmc,GENITURfc,RENALc,PREGBRTHb,PREGBRTHc,ALLSKINc,MUSCSKELc,ILL-DEFb,ILL-DEFc,ACCIDENTb,ACCIDENTc,ROADACCb,ROADACCc,DROWNb,DROWNc,SUICIDEb,SUICIDEc,HOMICIDEb,HOMICIDEc,INFANT,MATERNAL,ALLCUMa,MEDICALa,NONMEDa,RESPINFa,ALLGIa,CONGENITa,NTDa,CONGENHDa,PERINATa,LOWBTHWTa,BTHTRAUMa,RDSa,NEOTETANa,MALNUTRIa,DROWNa
IET31989,IE,Qidong,1989,2198,150,97.5,22.1,14.7,7,32.4,1.5,184.8,19.7,280.3,14,0,82.1,354.6,19.7,9.7,133.1,5.88,52.55,136.81,177.16,11.34,65.37,114.33,10.72,62.84,61.94,33.27,67.11,2.02,0.77,3.71,57.91,0.42,1.49,0.38,0.34,0,25.91,4.49,0.35,4.73,3.61,17.46,87.67,20.62,16.7,171.04,16.07,3.4,1.41,0,0,15.84,15.23,8.22,12.87,2.22,10.57,2.42,8.99,7.86,0.95,0,1.51,1.98,3.71,10.28,2.89,6.99,0.97,0,1.82,3.97,5.81,1.86,0,6.24,11.11,39.76,39.76,1.78,126.32,4.03,60.6,24.19,199.35,22.08,3.9,192.58,9.32,114.8,14.44,0,0.39,6.77,86.61,23.46,257.65,9.37,17.87,0,0,16.55,0,0,3.24,3.19,1.05,5.39,52.37,29.83,4.03,9.61,26.26,6.98,9.73,32.12,0.73,0,17.49,0,29.39,18.42,10.97,7.27,1.2,3.25,0.08,2.69,4.45,1.61,1.21,0.41,0,0.25,6.5
IFT31989,IF,Haimen,1989,2503,162,113.3,22.3,11.3,7.7,29.9,0,224.8,36,181.9,34.2,0,3.3,425.2,20.7,12.4,194.8,6.18,60.84,106.75,166.68,8.76,50.02,113.71,8.28,52.96,47.98,28.71,54.24,0.96,2.56,2,40.81,0.71,1.63,0.21,1.49,0,21.78,4.11,0.34,2.85,2.85,30.33,73.91,16.39,10.46,149.77,8.61,4.58,0,0,0,10.34,12.38,7.09,8.66,3.39,7.87,2.91,7.46,7.08,1.89,0,0.54,3.49,3.5,9.13,4,1.5,0.7,2.12,3,0.6,3.28,1.25,0.39,7.86,3.18,29.8,29.8,0.64,80.77,2.65,43.66,20.97,148.62,19.63,2.84,144.35,3.77,51.7,4.32,0.73,3.92,2.35,33.24,12.8,183,9.93,14.84,0,0,10.96,0,0,1.15,0.78,0.83,1.32,46.08,33.65,4.4,8.86,20.76,9.36,6.43,13.95,0.45,0.39,20.96,0,30.91,21.76,9.15,6.7,0.75,3.21,0.1,2.44,8.55,2.72,2.93,1.22,0,0.66,3.68
IGT31989,IG,Taixing,1989,2780,143,97.4,20.9,125.7,4.2,10.1,0,203,19.7,60.7,22.6,0,83,271.1,0,0.7,575.4,2.79,27.38,131.71,122.92,15.86,75.66,76.91,14.96,46.02,90.06,19.69,79.09,0.92,1.47,1.93,45.59,0.58,1.15,1.17,7.41,14.39,25.28,8.89,3.16,3.32,2.02,253.22,299.94,17.91,14.21,183.97,9.04,2.51,1.88,0,0,9.82,16.81,9.6,7.5,2.92,7.04,0.85,7.71,6.59,0,0,0.74,1.96,1.49,6.76,4.79,6.54,0.64,0.7,3.13,4.14,5.21,2.37,1.53,24.13,12.1,34.46,34.46,0.79,149.34,4.42,87.02,12.58,210.92,10.98,4.35,206.08,1.93,46.84,19.44,0,3.64,2.35,24.22,16.57,208.2,3.45,9.54,0,0,8.19,0,0,1.57,0,0.65,0.42,31.23,49.88,6.19,17.65,11.41,5.41,14.06,39.24,0.73,0.93,9.16,0,13.95,9.87,4.08,3.44,0.48,0.93,0.05,0.52,3.15,0.84,0.89,0.32,0.21,0,1.82
JAT31989,JA,Zongyang,1989,2411,136,86.1,20.6,30.9,3.9,6.4,0,221.2,44.9,100.3,27.7,0,0,467.3,72.2,0.3,148,4.69,98.39,168.06,191.13,14.05,49.15,116.96,12.83,74.17,123.05,40.21,156.4,1.25,5.99,5.33,86.08,1.25,2.25,0.16,3.7,22.07,16.39,5.41,1.35,3.35,2.75,196.99,182.72,14.05,3.35,77.23,2.22,2.21,1.03,0,0,11.01,19.4,3.28,6.21,5.37,4.28,2.94,10.06,9.6,2.11,0,1.09,0,5.12,12.96,5.92,6.15,8.43,2.01,4.13,3.66,5.29,2.4,1.98,18.9,10.7,19.5,19.5,1.94,185.3,3.35,53.89,13.24,220.85,12.86,2.48,215.99,8.7,50.16,10.76,9.27,5.04,2.15,20.8,5.5,98.04,6.29,14.54,0,0,11.54,0,0,3.4,1.81,5.61,25.74,48.86,49.64,5.3,15.36,22.67,12.75,23.34,70.92,1.98,1.73,12.12,0,23.45,17.78,5.66,3.96,1.35,2.1,0.18,1.16,3.88,0.82,1.34,0.12,0,0.6,3.25
JBT31989,JB,Qianshan,1989,2594,133,89.1,20.5,17.4,5.3,8.4,0,311.2,38.3,136.9,19.5,0,0,540.6,63.9,0,109.2,8.48,106.21,161.41,243.6,16.09,82.95,164.66,14.88,78.94,120.88,74.73,169.06,6.89,7.84,5.16,117.43,2.22,3.44,0.62,1.49,12.89,12.29,3.35,1.77,5.02,4.19,71.26,115.25,13.07,2.06,60.42,2.01,0.96,2.4,0,0,3.23,27.08,2.29,3.72,2.92,3.71,6.7,6.96,4.61,5.66,0.96,1.82,5.49,3.91,13.64,5.42,3.76,6.87,0.32,2.61,3.04,6.88,4.23,1.25,42.82,52.51,51.08,51.08,1.16,269.59,5.72,153.34,23.49,413.43,20.98,9.06,402.78,14.42,86.26,19.73,3.46,4.68,5.1,43.22,7.16,103.64,9.28,17.8,0,0,13.87,0,0,2.72,0.95,5.2,18.04,55.38,40.76,7.59,10.27,25.25,4.98,22.61,79.25,0.95,0.86,30.04,0,42.36,34.06,8.29,7.01,3.83,1.71,0.13,1.15,13.1,2.28,1.92,0.7,0,1.9,3.42
KBT31989,KB,Daishan,1989,2513,154,99.3,21.4,22,9.5,141.2,16,61.9,32.4,168.2,32.9,0.5,0,309.1,25.6,10,566.4,8.14,69.22,118.06,203.56,13.75,75.36,124.87,12.71,78.69,103.69,33.8,78.91,4.07,5.9,1.01,43.88,0,0.85,1.05,8.96,0,13.45,5.46,2.49,6.01,5.17,44.52,159.59,11.21,3.29,194.36,7.05,4.22,1.24,0,0,9.68,22.48,10.55,10.04,2.66,4.61,2.33,15.73,14.23,1.82,0,1.75,1.99,0.7,10.36,5.56,4.17,1.89,2.35,1.69,1.39,3.29,2.14,0.24,10.61,4.78,35.02,35.02,0.46,159.15,2.83,54.3,20.45,221.17,19.7,15.65,203.05,9.93,139.45,20.71,2.82,2.33,2.57,75.11,5.86,269.48,40.66,38.29,0,0,37.44,0,0,6.55,2.62,0.2,6.34,64.5,71.13,6.81,8.96,17.95,8.18,11.27,26.43,2.92,6.13,24.64,0,40.7,31.63,9.09,6.69,3.3,4.36,0.87,2.19,11.53,3.18,5.51,1.33,0,0.56,2.19
KCT31989,KC,Jiashan,1989,2602,144,90.5,20.9,16.5,13.7,88.3,197.8,240.4,27.4,68.2,58.6,0,0,498.1,26.1,3.5,34.6,5.39,44.91,112.81,154.3,12.19,76.74,90.88,11.19,63.43,99.84,26.12,180.5,1.99,2.32,0.4,54.14,0.2,2.22,2.13,26.07,87.15,11.17,4.28,1.73,5.21,5.21,46.54,82.81,53.66,0.92,104.65,9.61,2.04,2.15,0,0,10.24,18.2,4.77,4.94,2.77,11.6,1.14,8.88,7.32,0,0,0.8,1.29,2.69,22.53,2.76,3.54,0.58,0.17,1.65,1.21,3.8,1.41,1.2,13.32,3.24,24.75,24.75,0.75,97.23,3.06,43.93,16.68,261.08,15.13,6.97,252.76,2.29,46.95,11.65,4.87,1.96,2.52,35.9,3.44,140.55,13.87,20.03,0,0,19.66,0,0,2.5,3.52,1.04,5.18,42.02,50.75,3.92,5.91,23.26,11.48,19.55,45.89,0.8,1.83,13.65,0,26.96,19.62,7.33,4.74,0.64,5.08,1.12,2.53,6.43,1.51,2.13,0.88,0,0,5.1
LAT31989,LA,Zhangpu,1989,2535,149,107,20.9,2.6,3.1,30.6,24.7,27.7,9.5,196.7,62,0,0,540.8,21.7,22.9,41.6,7.22,80.99,179.06,228.64,13.6,75.65,146.67,12.71,81.97,87.83,58.87,208.69,14.62,6.88,4.39,176.86,2.7,7.21,1.02,2.42,0,24.3,4.99,0.63,14.23,12.95,172.38,77.35,11.04,8.97,120.43,1.83,0.9,3.6,0,0,10.67,13,2.14,2.21,6.53,12.73,6.38,5.56,5.56,5.96,0,0.49,2.48,2.92,9.04,3.35,2.58,0.95,0.45,2.88,1.62,3.21,2.48,1.74,14.06,10.54,45.79,45.79,0.86,173.31,2.35,74.31,24.78,175.79,23.26,2.88,171.61,3.37,79.39,34.14,0,2.58,1.75,30.6,10.73,151.02,11.65,29.3,0,0,26.9,0,0,6.97,2.79,1.19,1.46,43.08,42.34,6.23,15.05,19.63,4.81,37.04,44.5,1.85,0.98,20.27,0,36.12,31.43,4.69,7.58,4.98,2.71,0.11,1.44,10.39,0.53,4.71,2.63,1.17,2.04,2.6
LBT31989,LB,Nanan,1989,2013,154,102.3,20,23.1,1.7,13.7,0,128,17.4,23.4,37.7,0.3,0,394.7,22.5,0,194.8,8.54,93.03,179.29,251.15,15.07,65.75,156.53,13.93,94.62,113.94,52.71,100.1,3.68,2.33,2.5,83.35,0.59,2.44,0.54,1.48,0,19.93,6.97,2.31,16.63,16,269.67,128.04,18.09,6.81,161.44,5.16,1.66,0.95,0,0,6.6,6.87,2.47,8.88,5.47,5.56,2.4,9.35,8.56,1.93,0,0.15,1.74,2.35,7.63,2.54,3.27,2.35,1.32,1.37,1.47,3.94,3.66,2,16.93,8.04,80.86,80.86,0.53,240.6,3.42,125.66,34.04,133.08,33.38,3.26,127.45,8.57,51.92,18.54,1.29,1.02,2.83,24.61,9.63,186.06,6.16,18.75,0,0,17.23,0,0,0.64,2.81,0.45,0.5,61.28,59.03,10.24,19.36,28.2,9.35,31.2,54.09,2.13,0.31,26.83,0,42.74,36.66,6.08,10.72,2.37,3.52,0.47,2,15.58,3.28,7.65,2.31,0.15,0.68,3.42
LCT31989,LC,Changle,1989,1896,179,127.7,20.9,26.6,12.8,101.5,9.6,94.9,8.1,146.2,26,0,0,372.6,2.4,1.5,118.4,4.45,74.83,136.15,162.62,14.8,71.38,99.67,13.8,62.96,100.2,35.77,98.9,6.31,4.47,0.84,75.11,0.54,1.53,1.77,7.96,0,15.51,8,1.07,8.18,8.18,94.16,430.54,17.34,3.42,131.61,5.12,2.53,2.76,0,0,22.4,29.31,6.49,2.43,5.62,3.02,1.25,14.4,10.76,1.25,0,0.55,1.94,6.02,21.04,2.98,6.5,1.81,1.87,0.78,0.26,2.53,2.33,0.98,13.48,5.24,26.68,26.68,0.8,182.79,1.74,51.01,19.61,122.56,18.5,2.44,118.39,4.12,55.72,7.63,0,0.63,1.93,25.41,5.34,157.01,18.46,7.02,0,0,5.95,0,0,2.15,3.76,4.94,10.36,38.62,54.66,5.22,10.17,16.05,3.92,21.45,43.19,2.76,2.35,13.63,0,22.21,18.68,3.53,5.33,2.57,1.56,0.1,0.83,4.28,0.8,1.93,0.59,0.09,0.34,1.63
LDT31989,LD,Huian,1989,1579,155,101.7,20.8,38.1,7.9,79.7,7.1,101.4,25.6,51.1,37.3,0,0.8,314.2,19.3,1.9,443.4,3.5,61.91,194.5,178.8,14.7,73.64,86.81,13.04,91.98,165.31,23.16,131.4,2.48,4.61,4.3,100.31,0.77,6.45,0,0.68,0,14.84,6.75,6.71,16.75,15.2,231,99.95,16.89,3.23,146.86,5.95,2.18,2.33,0,0,11.8,8.91,7.45,11.25,3.67,5.76,2.68,8.96,7.72,2.51,0.56,0.48,2.15,2.02,9.97,2.82,3.63,1.16,1.72,1.48,1.15,2.93,2.15,1.81,12.29,6.17,29.79,29.79,0.32,158.68,2.61,55.81,12.52,136.29,11.39,9.86,122.95,8,99.66,19.86,7.05,2.45,2.54,57.13,5.77,203.99,4.15,14.32,0,0,14.32,0,0,2.91,2.98,2.53,12.62,46.02,89.19,7.12,14.87,16.6,8.93,45.05,75.09,0.91,1.02,10.53,0,17.49,14.56,2.93,3.85,1.72,1.42,0.08,0.96,4.21,0.74,1.49,1.43,0,0.88,0.87
MBT31989,MB,Lean,1989,2593,131,84.5,19.4,0.5,3.5,5.6,7.4,207.4,60.1,134.9,27.2,0,0.3,580,25.1,0,126.3,6.93,75.63,217.86,245.12,15.7,111,154.9,13.35,90.22,234.66,63.57,140.29,8.48,13.89,7.15,100.64,1.72,1.6,0.17,3.19,0,15.57,2.45,3.04,8.18,4,6.3,60.12,13.69,3.93,62.25,2.81,2.61,2.44,0,0,5.96,26.51,3.55,8.52,4.4,5.38,6.44,2.52,1.44,5.35,0.64,1.03,5.75,5.3,15.17,5.17,6.67,3.93,1.77,3.23,4.38,5.48,3.42,1.38,27.93,39.19,37.33,37.33,1,230.66,4.46,111.32,26.72,377.21,23.91,8.93,362.73,21.66,151.49,24.98,11.3,6.61,7.79,92.25,11.71,154.5,11.93,39.51,0,0,39.51,0,0,1.96,6.6,2.19,6.91,49.85,71,7.42,15.82,12.65,3.54,38.43,160.31,1.46,2.9,19.91,0,34.66,28.95,5.71,7.86,6.39,1.97,0.09,1.15,8.18,1.06,1.71,0.74,0,1.81,1.84
MCT31989,MC,Nancheng,1989,2622,143,94.7,20.5,8.3,3.6,17.9,110.8,200.8,39.6,181,25.4,0,0,589.3,10.1,0.1,96.5,4.76,69.77,208.17,206.93,19.05,107.71,118.39,16.88,88.54,216.93,35.27,120.06,3.81,3.94,2.96,90.57,0.69,5.77,0.14,4.29,0,23.79,5.69,1.4,6.95,5.02,59.36,210.58,30.16,11.09,171.09,0,0.76,0,0,0,15.81,15.68,6.13,5.14,5.35,9.57,1.98,5.63,3.18,1.23,0.97,0.15,3.52,3.07,15.58,5.01,5.93,4,2.06,3.41,3.79,9.62,4.26,3.54,20.7,21.52,47.67,47.67,1.72,328.01,7.89,98.47,20.16,377.21,17.38,0,375.5,10.16,111.28,13.14,5.13,4.45,3.02,81.69,14.11,252.77,6.67,33.2,0,0,29.05,0,0,2.16,5.84,1.16,9.6,49.57,76.03,6.27,19.27,19.6,7.91,37.14,136.66,1.83,4.25,13.79,0,23.82,18.76,5.06,5.76,2.78,2.17,0.28,1.27,5.15,1.9,1.6,0.19,0,0.38,2.05
MDT31989,MD,Xiajiang,1989,2722,142,94.7,19.3,1.3,9,14.8,26.8,225.8,12.9,134.3,38,0,0,549.1,2.1,0,184,8.14,75.29,176.24,238.58,13.73,93.06,159.39,11.8,79.19,192.81,63.86,151.2,7.64,12.1,1.05,80.19,0.52,0.88,1.34,14.2,0,16.19,2.6,6.74,8.6,8.6,8.18,74.96,15.52,5.25,67.64,6.42,3.63,0.88,0,0,9.34,20.35,2.79,3.19,6.13,3.84,2.96,6.16,3.6,2.65,2.56,1.81,0,3.21,7.84,4.35,10.5,2.97,1.53,3.27,6.98,5.17,3.18,2.97,23.22,16.08,39.56,39.56,0,228.32,5.17,89.53,18.62,294.18,17.9,17.04,274.35,13.03,106.38,23.36,2.98,2.31,5.25,74.53,10.52,142.17,16.14,29.79,0,0,27.49,0,0,3.43,0.95,0.71,8.4,52.01,69.26,6.46,15.84,22.55,13.5,26.68,123.55,0.51,0,25.92,0,40.73,32.72,8.01,5.88,5.05,2,0.16,1.51,16.32,1.08,3.35,0.17,0,0.93,4.08
NAT31989,NA,Linwu,1989,2560,143,91.8,20.9,6,1.1,18.4,9.6,156.6,104.6,84,50.2,0,0,495.6,21.9,0,123.1,8.19,95.99,280.14,304.49,15.19,76.46,176.81,13.3,127.67,189.15,73.87,224.08,4.08,12.18,3.05,172.41,1.19,0.43,0.16,0.81,0,12.14,2.31,1.01,16.69,16.2,3.77,76.82,3.34,3.05,67.63,0,1.25,0,0,0,9.83,18.1,3.18,2.01,3.5,6.5,2.97,8.08,6.22,1.65,1.85,1.14,3.69,2.48,9.61,5.6,8.1,6.43,2.05,1.82,2.38,7.72,4.1,4.13,65.72,57.98,14.98,14.98,2.04,260.03,5.69,150.09,39.52,248.21,35.83,26.84,203.63,23.23,139.34,43.61,9.88,4.22,6.89,65.38,9.94,133,5.16,32.94,0,0,32.13,0,0,12.35,7.78,3.29,7.49,0,0,0,0,0,0,0,0,0,0,24,0,40.94,35.66,5.27,11.35,4.85,1.54,0,0.74,11.48,2.19,3.04,0.23,0,0.53,0
NBT31989,NB,Mayang,1989,2605,149,100.9,20.4,4.8,2.4,1.8,43.8,52.8,6,342.6,34,0,0,583.6,19.4,0.2,74.2,6.21,74.47,242.09,248.32,9.95,44.31,167.64,8.94,80.67,101.18,73.56,200.69,11.37,18.88,12.48,122.08,0.81,3.34,1.03,3.88,0,10.1,1.16,0.46,15.41,15.41,0.46,39.66,3.84,3.23,22.02,0.42,1.63,0,0,0,6.19,11.65,3.4,1.81,2.36,3.66,6.22,6.21,3.62,5.34,0.9,1.02,1.75,1.72,11.43,7.99,6.12,5.17,0.45,3.92,2.7,8.49,1.93,3.24,28.47,24.39,12.86,12.86,1.41,104.28,7.08,88.42,25.18,198.12,23.03,26.47,170.44,26.14,131.75,36.09,12.31,2.23,8.64,64.09,11.88,86.11,6.55,20.26,0,0,18.83,0,0,3.51,7.12,3.19,13.64,0,0,0,0,0,0,0,0,0,0,15.64,0,31.04,27.55,3.5,7.27,7.01,0.99,0.05,0.52,5.81,1.02,0.81,0.43,0.06,1.81,0
NCT31989,NC,Qiyang,1989,2380,144,98.1,20.8,15.6,12,38.9,105,92.4,53.4,89.3,47.5,0,0,477.2,4.2,3.9,62.4,11.54,122.03,225.37,328.53,11.43,69.78,210.2,10.22,118.33,120.2,92.06,152.45,6.21,20.21,6.88,89.88,2.6,4.52,0.71,7.8,0,10.76,1.81,2.03,9.64,5.58,4.36,71.08,4.87,1.22,32.93,0.44,0.61,0,0,0,12.62,22.01,4.76,8.6,4.36,4.1,7.05,16.55,12.32,5.9,1.53,0.99,0.89,3.55,14.54,6.1,2.73,8.53,0,2.73,1.56,6.93,2.86,3.93,22.71,29.24,10.73,10.73,1.4,211.34,5.54,74.58,33.28,221.32,31.72,15.51,198.43,18.63,113.67,35.39,4.38,2.35,4.35,56.41,5.57,89.34,13.94,18.94,0,0,16.34,0,0,2.5,5.42,4.59,6.18,0,0,0,0,0,0,0,0,0,0,30.25,0,57.7,49.88,7.84,10.42,5.49,7,0,2.84,11.99,4.96,2.11,0.15,0,1.86,0
NDT31989,ND,Yuanjiang,1989,2519,164,115.8,21.2,15.2,2.2,111.2,125.4,44.1,23.9,289.7,85.3,0,7.5,415.4,11.1,3.5,54.6,13.86,137.74,253.76,382.38,9.82,37.63,187.86,8.44,194.53,137.98,83.01,151.01,10.52,6.45,4.02,75.13,1.48,3.69,0,0,30.69,16.8,2.28,1.83,7.76,5.93,8.44,29.68,12.63,3.57,74.15,2.2,0.53,0,0,0,7.83,41.43,5.78,5.89,5.62,5.85,5.86,3.35,2.05,3.93,0,1.07,0.79,2.46,4.21,2.6,2.8,3.04,1,0.68,0.52,5.21,2.3,1.27,27.84,18.48,20.77,20.77,1.54,146.05,3.68,83.82,44.55,173.7,43.65,28.3,140.61,22,45.66,24,2.19,0.54,3.96,10.55,7.53,84.7,2.61,14.83,0,0,13.91,0,0,2.6,2.75,7.77,6.51,0,0,0,0,0,0,0,0,0,0,27.61,0,69.31,43.71,25.6,14.16,7.79,2.24,0.07,1.51,10.75,2.23,1.99,2.3,0,1.23,0
OAT31989,OA,Zaoyang,1989,2433,141,93.4,20.7,117.9,0.4,3,0,135.1,6.7,420.7,7.4,0,0,464.3,4.2,0,23.9,6.01,54.35,178.92,203.66,15.89,65.34,123.23,14.39,80.44,149.15,55.69,169.81,5.93,11.6,3.29,87.51,1.39,1.04,1.59,26.87,0,11.46,3.31,1.8,5.42,5.42,75.44,114.08,14.16,1.13,48.26,0,1.84,0.93,0,0,11.59,14.92,5.78,4.04,4.41,1.86,1.21,7.82,5.4,0.56,0,0,0.51,1.51,4.79,1.83,5.16,1.42,1.25,1.22,3.85,9.66,5.12,3.1,33.7,48.89,46.67,46.67,2.4,366.94,7.26,144.58,24.93,313.43,22.48,21.18,292.24,9.33,78.91,23.57,6.55,2.15,3.63,67.28,4.75,115.54,4.2,19.89,0,0,14.43,0,0,2.45,0,2.99,9.03,28.64,24.77,5.46,5.47,12.46,3.77,33.38,94.48,1.03,1.58,19.95,0,30.06,24.2,5.87,7.41,2.93,1.61,0.27,1.01,8.13,0.8,2.28,1.2,2.92,0.07,2
OBT31989,OB,Echeng,1989,2787,134,85.7,21.3,36.9,0.1,8,0,360.4,13.4,215.5,17.4,0,4.8,564,39.6,0,53.5,6.15,111.46,247.71,261.21,23.45,72.73,159.72,21.23,101.5,222.5,49.44,215.34,3.4,19.27,4.38,144.08,3.41,5.82,1.43,7.78,1.19,27.98,7.54,10.37,14.94,13.15,104.64,237.66,59,4.99,125.91,4.91,2.17,7.94,0,0,37.37,60.64,3.78,13.27,5.9,4.83,0.41,9.34,8.43,0.19,0,1.02,3.86,2.05,19.06,4.09,5.03,2.69,0.51,3.04,3.9,9.77,5.7,7.05,40.32,65.88,59.82,59.82,0.21,393.51,9.56,176.22,23.41,349.69,20.96,19.23,325.62,7.17,144.44,39.27,6.42,5.69,3.49,71.41,8.48,197.31,14.21,34.01,0,0,24.5,0,0,1.58,5.66,1.58,12.08,53.03,66.37,9.6,18.45,28.11,10.6,34.19,116.63,1.47,4.14,18.11,0,30.74,23.36,7.38,6.66,1.57,2.57,0,1.62,10.12,1.98,2.1,2.18,2.23,0.07,4.61
PAT31989,PA,Cangwu,1989,2196,150,107.9,20.1,12.4,9.4,19.7,23.9,257.5,11.9,24.2,52.3,0,2,488,44.1,0,9.2,11.32,125.03,142.1,278.55,11.96,55,234.27,11.48,44.28,47.73,126.31,185.31,6.07,6.41,5.73,130.77,0.78,2.63,0.32,0.69,0,14.29,2.04,1.06,37.28,36.91,19.6,21.32,11.04,4.25,71.17,0.53,2.48,1.4,0,0,4.18,15.85,2.91,1.63,4.33,4.41,3.38,3.76,2.49,2.38,0.45,5.75,2.57,4.51,9.85,4.82,6.24,4.46,3.41,1.82,3.11,7.64,2.12,2.48,40.13,4.46,10.9,10.9,2.12,140.47,5.53,71.86,86.88,327.06,84.67,29.85,296.52,27.16,172.84,55.45,9.75,0.45,8.46,96.32,12.72,167.48,1.77,40.28,0,0,38.5,0,0,0,2.3,1.11,6.42,0,0,0,0,0,0,0,0,0,0,31.88,0,56.57,53.48,3.08,25.92,6.54,1.29,0.06,0.84,13.01,2.52,1.68,2.1,5.18,0.78,0
PCT31989,PC,Chongzuo,1989,1713,143,98.7,20,1.6,3,13.8,0,40.7,15.3,303.5,46.5,0,0,410.5,6.8,0,0,7.89,97.38,177.53,242.06,11.4,58.41,193.4,10.72,48.66,67.54,65.89,203.04,4.85,6.42,5.04,157.94,0.77,2.54,0,2.02,0,34.41,2.59,0,12.27,12.27,6.2,42.69,6.46,25.85,144.36,2.3,1.09,0.88,0,0,5.87,11.6,2.29,4.72,4.68,5.23,5.33,0.33,0,4.54,0,6.05,3.54,1.03,1.82,5.54,8.05,4.54,4.5,1.38,1.89,7.42,2.56,5.1,35.51,7.97,58.77,58.77,1.4,150.79,6.03,104.91,33.13,147.86,31.69,20.12,124,18.83,164.23,48.41,16.03,1.58,10.43,89.87,36.28,234.22,4.5,35.14,0,0,34.72,0,0,0,3.88,0.18,1.02,0,0,0,0,0,0,0,0,0,0,26.01,0,39.48,36.05,3.42,10.14,2.09,0.77,0.11,0.5,16.93,0.73,5.26,6.38,4.38,1.59,0
PDT31989,PD,Fusui,1989,1981,155,106.5,19.8,7.8,3.6,27.5,9.9,156.2,17,76.7,48.1,0,3.8,392,3.6,0.3,24.2,7.18,87.37,200.75,242.25,10.93,62.63,195.14,10.38,47.1,54.13,61.08,180.91,5.82,9.77,5.45,133.02,0.84,3.46,0,0.78,0,50.04,2.92,0,19.84,19.84,1.83,39.07,8.28,41.77,171.13,1.09,1.33,2.44,0,0,12.86,7.56,1.57,3.94,2.1,4.78,2.46,1.72,0.89,2.1,0,3.12,0.8,0.32,5.25,2.32,4.35,3.42,3.7,1.15,0.72,6.45,2.27,4.33,42.92,16.59,1.5,1.5,0.97,157.51,5.48,69.7,35.37,202.05,34.72,18.96,182.61,16.62,114.97,36.79,15.68,0.5,6.21,53.14,47.98,224.27,5.38,24.34,0,0,22.87,0,0,0.24,0.97,0,1.89,0,0,0,0,0,0,0,0,0,0,25.82,0,35.9,33.29,2.6,10.54,4.28,2.99,0.1,2.78,12.33,0.49,8.98,1.18,1.06,0.67,0
